Metric Name,OID,Description,Interface Type,Admin Status,Oper Status,Inbound Octets,Outbound Octets,Inbound Errors,Outbound Errors
ifMetric_92c18715,1.3.6.1.2.1.22.88,Counter for outbound errors,Ethernet,Testing,Down,396229862,851283751,401,416
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,Loopback,Testing,Up,652653064,942134540,638,697
ifMetric_469f52b2,1.3.6.1.2.1.55.42,MAC address of interface,ATM,Testing,Unknown,996713070,982457044,5,435
ifMetric_40427409,1.3.6.1.2.1.95.14,Operational status of interface,Ethernet,Down,Up,382213568,322823529,92,811
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,WiFi,Testing,Up,958566397,103995195,911,718
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,Operational status of interface,Loopback,Down,Down,508313441,597748368,373,890
ifMetric_913eb190,1.3.6.1.2.1.67.71,Counter for outbound errors,ATM,Testing,Up,600562485,906243238,966,368
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,Counter for outbound errors,ATM,Up,Down,100458512,712564155,350,206
ifMetric_f17b629e,1.3.6.1.2.1.47.3,Operational status of interface,WiFi,Testing,Down,11221407,266156169,238,923
ifMetric_f17b629e,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Down,Down,275153459,268968890,180,882
ifMetric_92c18715,1.3.6.1.2.1.67.71,Operational status of interface,Ethernet,Down,Unknown,524158457,357446897,6,362
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,ATM,Testing,Down,812219763,949980057,260,952
ifMetric_f17b629e,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Testing,Unknown,35885553,318605426,592,51
ifMetric_f17b629e,1.3.6.1.2.1.22.88,MAC address of interface,Loopback,Down,Unknown,157617452,182420704,364,259
ifMetric_4dc14931,1.3.6.1.2.1.47.3,Counter for outbound errors,Loopback,Down,Down,195972128,548764222,105,764
ifMetric_92c18715,1.3.6.1.2.1.22.88,Operational status of interface,Loopback,Down,Up,557711131,605878993,177,431
ifMetric_92c18715,1.3.6.1.2.1.30.50,MAC address of interface,WiFi,Testing,Down,250256546,43050832,606,505
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,MAC address of interface,PPP,Down,Down,20935328,687991675,777,351
ifMetric_913eb190,1.3.6.1.2.1.30.50,Operational status of interface,Loopback,Testing,Unknown,267575753,61028796,118,316
ifMetric_7ca784a7,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,Loopback,Up,Down,245163553,61545438,2,332
ifMetric_92c18715,1.3.6.1.2.1.88.25,Operational status of interface,Ethernet,Testing,Up,601428495,151036915,678,680
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,ATM,Down,Unknown,422360040,708096557,527,877
ifMetric_469f52b2,1.3.6.1.2.1.88.25,Counter for outbound errors,ATM,Testing,Unknown,575395780,72779326,475,126
ifMetric_7ca784a7,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,Loopback,Down,Down,376901322,557888978,248,945
ifMetric_40427409,1.3.6.1.2.1.47.3,Operational status of interface,ATM,Testing,Up,426102892,77627080,239,160
ifMetric_92c18715,1.3.6.1.2.1.95.14,Operational status of interface,PPP,Testing,Unknown,492366452,414958879,456,567
ifMetric_df2a5c7f,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,WiFi,Down,Up,900955247,753941066,847,967
ifMetric_7ca784a7,1.3.6.1.2.1.88.25,Operational status of interface,WiFi,Up,Unknown,354644414,761319287,769,610
ifMetric_4dc14931,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,WiFi,Up,Down,987949904,894231784,658,73
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,MAC address of interface,PPP,Testing,Down,467110493,90239774,954,651
ifMetric_469f52b2,1.3.6.1.2.1.88.25,Operational status of interface,WiFi,Down,Up,422465716,308212409,698,248
ifMetric_469f52b2,1.3.6.1.2.1.59.11,Operational status of interface,WiFi,Testing,Down,328729592,544438285,896,72
ifMetric_4dc14931,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,WiFi,Down,Unknown,623656957,173984858,991,692
ifMetric_4dc14931,1.3.6.1.2.1.55.42,Counter for outbound errors,Loopback,Up,Unknown,691038102,980864422,138,379
ifMetric_913eb190,1.3.6.1.2.1.95.14,MAC address of interface,Loopback,Down,Up,298927954,293671435,587,648
ifMetric_92c18715,1.3.6.1.2.1.95.14,Operational status of interface,Loopback,Down,Unknown,215546334,154824535,935,809
ifMetric_40427409,1.3.6.1.2.1.47.3,MAC address of interface,Loopback,Down,Up,467221108,260113069,768,35
ifMetric_469f52b2,1.3.6.1.2.1.30.50,Operational status of interface,ATM,Testing,Down,782644518,203936156,634,759
ifMetric_4dc14931,1.3.6.1.2.1.47.3,Counter for outbound errors,Ethernet,Up,Down,573776281,115810086,141,981
ifMetric_913eb190,1.3.6.1.2.1.55.42,Counter for outbound errors,PPP,Testing,Unknown,664792521,155396247,893,986
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,PPP,Down,Down,679542377,936842206,313,191
ifMetric_913eb190,1.3.6.1.2.1.59.11,MAC address of interface,Ethernet,Down,Unknown,310073360,942177122,927,517
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Counter for outbound errors,Loopback,Up,Unknown,21856108,759662379,501,332
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,Counter for outbound errors,WiFi,Up,Unknown,778883414,170177144,484,150
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,Counter for outbound errors,Ethernet,Down,Unknown,869514668,943067509,701,33
ifMetric_40427409,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,Ethernet,Down,Down,295617359,865587890,874,38
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,MAC address of interface,WiFi,Up,Up,808153969,50260207,438,929
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,Operational status of interface,Loopback,Testing,Unknown,145906684,947475233,944,307
ifMetric_40427409,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,ATM,Down,Unknown,108994701,537915770,432,300
ifMetric_f17b629e,1.3.6.1.2.1.22.88,MAC address of interface,ATM,Down,Up,138948732,90332496,3,428
ifMetric_92c18715,1.3.6.1.2.1.47.3,Operational status of interface,PPP,Up,Unknown,831622573,64743390,176,208
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,Loopback,Up,Down,115959706,969973776,258,224
ifMetric_f17b629e,1.3.6.1.2.1.55.42,MAC address of interface,Loopback,Testing,Unknown,965861520,274457836,934,147
ifMetric_7ca784a7,1.3.6.1.2.1.67.71,MAC address of interface,Ethernet,Testing,Down,250309396,49721190,774,378
ifMetric_469f52b2,1.3.6.1.2.1.30.50,MAC address of interface,WiFi,Up,Down,57434121,202625773,911,780
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,PPP,Down,Up,150460751,382716137,437,699
ifMetric_f17b629e,1.3.6.1.2.1.95.14,Counter for outbound errors,ATM,Testing,Unknown,863997543,782847320,778,799
ifMetric_92c18715,1.3.6.1.2.1.30.50,Counter for outbound errors,ATM,Testing,Unknown,237278569,691244357,671,607
ifMetric_f17b629e,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,Ethernet,Up,Up,619117690,900886574,29,170
ifMetric_f17b629e,1.3.6.1.2.1.59.11,MAC address of interface,ATM,Testing,Unknown,584395543,243995127,356,373
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,MAC address of interface,Ethernet,Down,Up,669847054,730321484,792,529
ifMetric_913eb190,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,ATM,Testing,Up,497713502,541694946,31,986
ifMetric_913eb190,1.3.6.1.2.1.22.88,Operational status of interface,Loopback,Down,Down,756065791,626849728,811,460
ifMetric_df2a5c7f,1.3.6.1.2.1.30.50,Operational status of interface,PPP,Testing,Unknown,608536390,183994805,790,432
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Testing,Up,821578644,838918392,593,110
ifMetric_f17b629e,1.3.6.1.2.1.67.71,Operational status of interface,PPP,Down,Unknown,743041579,743225592,644,901
ifMetric_4dc14931,1.3.6.1.2.1.30.50,Counter for outbound errors,WiFi,Up,Down,351886497,125807430,413,899
ifMetric_f17b629e,1.3.6.1.2.1.88.25,MAC address of interface,Loopback,Up,Unknown,645646511,833995911,467,502
ifMetric_40427409,1.3.6.1.2.1.22.88,Operational status of interface,WiFi,Testing,Up,811850035,273598280,470,591
ifMetric_92c18715,1.3.6.1.2.1.30.50,Operational status of interface,Loopback,Down,Unknown,88503352,952572529,801,266
ifMetric_7ca784a7,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Up,Down,782663472,472636539,318,75
ifMetric_40427409,1.3.6.1.2.1.55.42,Operational status of interface,Ethernet,Testing,Down,736077735,901181756,951,610
ifMetric_92c18715,1.3.6.1.2.1.30.50,MAC address of interface,WiFi,Down,Down,689430142,795994307,573,949
ifMetric_913eb190,1.3.6.1.2.1.88.25,MAC address of interface,PPP,Down,Unknown,382996,494360045,823,585
ifMetric_469f52b2,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,WiFi,Up,Up,986261153,169482621,451,839
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,MAC address of interface,ATM,Testing,Unknown,495325821,218257735,498,47
ifMetric_913eb190,1.3.6.1.2.1.55.42,MAC address of interface,Ethernet,Testing,Up,775990516,794174357,335,729
ifMetric_92c18715,1.3.6.1.2.1.67.71,Counter for outbound errors,Loopback,Down,Unknown,807337872,897173618,835,173
ifMetric_469f52b2,1.3.6.1.2.1.22.88,Operational status of interface,PPP,Up,Down,121565287,966636422,819,754
ifMetric_f17b629e,1.3.6.1.2.1.47.3,MAC address of interface,PPP,Down,Down,936135943,807610540,345,472
ifMetric_40427409,1.3.6.1.2.1.88.25,Counter for outbound errors,ATM,Up,Down,222904246,665353231,350,294
ifMetric_913eb190,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,PPP,Down,Unknown,454526355,36020437,992,258
ifMetric_913eb190,1.3.6.1.2.1.47.3,Counter for outbound errors,WiFi,Testing,Up,171285954,490122383,990,166
ifMetric_40427409,1.3.6.1.2.1.67.71,MAC address of interface,WiFi,Up,Unknown,835873504,78896137,321,55
ifMetric_f17b629e,1.3.6.1.2.1.47.3,MAC address of interface,ATM,Down,Up,517812924,526412094,466,121
ifMetric_92c18715,1.3.6.1.2.1.88.25,MAC address of interface,ATM,Testing,Unknown,705032990,893571681,969,179
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,MAC address of interface,Loopback,Testing,Up,624461523,114262745,170,277
ifMetric_913eb190,1.3.6.1.2.1.59.11,Operational status of interface,Loopback,Down,Unknown,507514173,352103074,617,764
ifMetric_92c18715,1.3.6.1.2.1.30.50,Operational status of interface,Loopback,Testing,Down,130701149,573908483,280,117
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,Counter for outbound errors,WiFi,Up,Down,327558466,5046459,129,146
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,Counter for outbound errors,Ethernet,Up,Up,763192439,363277793,782,360
ifMetric_40427409,1.3.6.1.2.1.67.71,MAC address of interface,Loopback,Up,Up,744733060,542394283,388,29
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,Ethernet,Testing,Up,646249297,435572181,432,316
ifMetric_f17b629e,1.3.6.1.2.1.55.42,MAC address of interface,PPP,Testing,Down,571846537,789465270,53,847
ifMetric_7ca784a7,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,ATM,Up,Down,385536037,263838579,569,157
ifMetric_469f52b2,1.3.6.1.2.1.95.14,MAC address of interface,PPP,Down,Up,618837640,17399362,340,895
ifMetric_469f52b2,1.3.6.1.2.1.95.14,Operational status of interface,PPP,Testing,Unknown,489784327,649115097,719,404
ifMetric_913eb190,1.3.6.1.2.1.95.14,Operational status of interface,Ethernet,Down,Up,257429437,586888876,73,388
ifMetric_40427409,1.3.6.1.2.1.30.50,MAC address of interface,ATM,Up,Up,358444887,306029327,972,38
ifMetric_469f52b2,1.3.6.1.2.1.30.50,MAC address of interface,Ethernet,Testing,Up,73657906,575094400,156,663
ifMetric_92c18715,1.3.6.1.2.1.22.88,MAC address of interface,Loopback,Down,Unknown,816283078,81268449,374,258
ifMetric_4dc14931,1.3.6.1.2.1.67.71,Counter for outbound errors,WiFi,Testing,Down,680645729,761664750,185,481
ifMetric_40427409,1.3.6.1.2.1.88.25,Counter for outbound errors,Loopback,Testing,Unknown,891676685,771554328,903,267
ifMetric_f17b629e,1.3.6.1.2.1.67.71,Operational status of interface,WiFi,Down,Unknown,133197666,405084277,422,787
ifMetric_913eb190,1.3.6.1.2.1.59.11,Counter for outbound errors,Loopback,Down,Unknown,387420115,896792770,193,533
ifMetric_4dc14931,1.3.6.1.2.1.95.14,Operational status of interface,WiFi,Down,Up,92451304,195321867,312,830
ifMetric_469f52b2,1.3.6.1.2.1.47.3,Counter for outbound errors,WiFi,Up,Unknown,36263610,817698035,205,766
ifMetric_df2a5c7f,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Ethernet,Testing,Unknown,418553655,291687958,763,928
ifMetric_4dc14931,1.3.6.1.2.1.22.88,Counter for outbound errors,PPP,Down,Unknown,50361677,2983660,1000,87
ifMetric_f17b629e,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,WiFi,Up,Unknown,154921573,844025774,715,588
ifMetric_f17b629e,1.3.6.1.2.1.22.88,MAC address of interface,WiFi,Up,Up,937984851,139422070,226,731
ifMetric_7ca784a7,1.3.6.1.2.1.55.42,Counter for outbound errors,PPP,Up,Unknown,682598486,677447934,260,782
ifMetric_92c18715,1.3.6.1.2.1.67.71,Counter for outbound errors,WiFi,Down,Up,881184689,344046652,981,872
ifMetric_913eb190,1.3.6.1.2.1.95.14,Operational status of interface,WiFi,Down,Unknown,971386541,24574950,525,221
ifMetric_92c18715,1.3.6.1.2.1.67.71,Counter for outbound errors,ATM,Testing,Unknown,738337404,381009509,968,550
ifMetric_469f52b2,1.3.6.1.2.1.55.42,Operational status of interface,Ethernet,Testing,Unknown,60289962,394513032,907,181
ifMetric_913eb190,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,PPP,Testing,Up,389729900,119079836,638,872
ifMetric_469f52b2,1.3.6.1.2.1.95.14,MAC address of interface,PPP,Down,Up,267704130,101519061,244,405
ifMetric_469f52b2,1.3.6.1.2.1.88.25,Operational status of interface,WiFi,Up,Unknown,639740146,772299429,59,14
ifMetric_913eb190,1.3.6.1.2.1.88.25,Operational status of interface,WiFi,Up,Down,319912061,311302237,505,700
ifMetric_913eb190,1.3.6.1.2.1.59.11,Counter for outbound errors,Loopback,Testing,Unknown,860430826,691279042,979,857
ifMetric_7ca784a7,1.3.6.1.2.1.88.25,Operational status of interface,Loopback,Testing,Unknown,760355043,583139426,176,532
ifMetric_40427409,1.3.6.1.2.1.67.71,Operational status of interface,Loopback,Up,Unknown,566397045,116384999,412,68
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,ATM,Up,Unknown,391752471,61402764,147,311
ifMetric_7ca784a7,1.3.6.1.2.1.55.42,MAC address of interface,WiFi,Up,Unknown,618170559,913829539,13,654
ifMetric_92c18715,1.3.6.1.2.1.55.42,Operational status of interface,PPP,Testing,Unknown,400526470,500754732,438,203
ifMetric_469f52b2,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,408193385,849388352,878,987
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,WiFi,Testing,Up,338489785,334509887,527,198
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,WiFi,Down,Up,601868646,979472057,753,430
ifMetric_913eb190,1.3.6.1.2.1.95.14,MAC address of interface,WiFi,Down,Up,332911003,334256307,750,406
ifMetric_469f52b2,1.3.6.1.2.1.59.11,Operational status of interface,WiFi,Testing,Unknown,293560461,964975608,498,407
ifMetric_92c18715,1.3.6.1.2.1.22.88,Counter for outbound errors,WiFi,Up,Unknown,157962202,126496139,184,359
ifMetric_913eb190,1.3.6.1.2.1.22.88,Counter for outbound errors,PPP,Testing,Down,858231280,455534870,919,370
ifMetric_df2a5c7f,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,Ethernet,Testing,Down,347613074,627751689,994,813
ifMetric_913eb190,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,Ethernet,Testing,Unknown,929341701,718420234,321,370
ifMetric_7ca784a7,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,Ethernet,Testing,Unknown,917302695,58179244,285,912
ifMetric_4dc14931,1.3.6.1.2.1.22.88,Operational status of interface,ATM,Down,Unknown,809768486,759110903,294,531
ifMetric_df2a5c7f,1.3.6.1.2.1.30.50,Operational status of interface,Loopback,Down,Down,294030395,299565790,670,839
ifMetric_92c18715,1.3.6.1.2.1.22.88,Counter for outbound errors,Loopback,Testing,Up,897420164,503397566,1000,471
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,Operational status of interface,ATM,Down,Down,912442810,121686054,362,373
ifMetric_df2a5c7f,1.3.6.1.2.1.67.71,Operational status of interface,PPP,Up,Down,638612299,843937340,987,35
ifMetric_40427409,1.3.6.1.2.1.88.25,MAC address of interface,Loopback,Down,Up,891136852,285917361,170,343
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,MAC address of interface,Loopback,Up,Unknown,661645442,214587009,523,310
ifMetric_4dc14931,1.3.6.1.2.1.22.88,Counter for outbound errors,Ethernet,Down,Down,660703317,954705663,288,289
ifMetric_92c18715,1.3.6.1.2.1.47.3,Operational status of interface,Loopback,Testing,Up,273333156,184311023,683,396
ifMetric_92c18715,1.3.6.1.2.1.95.14,MAC address of interface,WiFi,Up,Up,672616180,416296111,449,823
ifMetric_92c18715,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,Ethernet,Up,Unknown,543593844,360124537,896,692
ifMetric_913eb190,1.3.6.1.2.1.22.88,Counter for outbound errors,ATM,Testing,Down,758574095,158927652,873,768
ifMetric_469f52b2,1.3.6.1.2.1.95.14,Counter for outbound errors,Loopback,Down,Unknown,993569204,792071357,478,326
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,Counter for outbound errors,ATM,Up,Up,380293936,636471549,944,985
ifMetric_df2a5c7f,1.3.6.1.2.1.88.25,MAC address of interface,Loopback,Up,Unknown,737414516,163194892,506,997
ifMetric_913eb190,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,ATM,Down,Down,912675960,904457358,394,970
ifMetric_f17b629e,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,WiFi,Up,Up,881703465,808428669,837,300
ifMetric_4dc14931,1.3.6.1.2.1.88.25,MAC address of interface,PPP,Up,Down,975537869,242880133,191,144
ifMetric_92c18715,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Up,Up,474074083,298552700,981,880
ifMetric_df2a5c7f,1.3.6.1.2.1.88.25,Counter for outbound errors,PPP,Up,Down,487302644,869248535,41,250
ifMetric_40427409,1.3.6.1.2.1.22.88,High-capacity counter for inbound traffic,PPP,Down,Down,239431947,997820402,563,182
ifMetric_4dc14931,1.3.6.1.2.1.88.25,MAC address of interface,ATM,Up,Unknown,537963286,785128230,897,2
ifMetric_40427409,1.3.6.1.2.1.22.88,Operational status of interface,PPP,Down,Up,209854882,668977222,324,530
ifMetric_4dc14931,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,ATM,Testing,Up,603679235,281785468,358,751
ifMetric_469f52b2,1.3.6.1.2.1.95.14,MAC address of interface,Ethernet,Testing,Unknown,106349423,740850092,291,570
ifMetric_92c18715,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,Loopback,Down,Up,886416986,694399133,461,522
ifMetric_92c18715,1.3.6.1.2.1.88.25,Operational status of interface,ATM,Down,Unknown,658751793,877407473,342,535
ifMetric_4dc14931,1.3.6.1.2.1.22.88,Operational status of interface,Ethernet,Down,Up,702866074,70809758,302,984
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,Counter for outbound errors,PPP,Down,Unknown,144059065,911101156,148,99
ifMetric_92c18715,1.3.6.1.2.1.47.3,Counter for outbound errors,Ethernet,Up,Down,941525832,605156339,761,449
ifMetric_469f52b2,1.3.6.1.2.1.22.88,Counter for outbound errors,Loopback,Down,Up,906572254,564305939,656,780
ifMetric_913eb190,1.3.6.1.2.1.30.50,Counter for outbound errors,PPP,Testing,Down,183764454,908074321,565,448
ifMetric_92c18715,1.3.6.1.2.1.55.42,Counter for outbound errors,WiFi,Testing,Unknown,979911774,338243489,283,138
ifMetric_469f52b2,1.3.6.1.2.1.47.3,High-capacity counter for inbound traffic,ATM,Down,Up,598776288,372201266,769,303
ifMetric_40427409,1.3.6.1.2.1.30.50,Counter for outbound errors,PPP,Down,Down,665483479,787670402,944,244
ifMetric_92c18715,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,780548991,276859114,85,431
ifMetric_f17b629e,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,WiFi,Up,Down,923461621,400030670,866,473
ifMetric_469f52b2,1.3.6.1.2.1.47.3,Counter for outbound errors,PPP,Down,Unknown,623620271,225713104,807,279
ifMetric_469f52b2,1.3.6.1.2.1.95.14,Counter for outbound errors,ATM,Down,Unknown,85611905,524954221,466,512
ifMetric_40427409,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,PPP,Down,Up,894324019,602675142,882,210
ifMetric_40427409,1.3.6.1.2.1.22.88,Counter for outbound errors,ATM,Testing,Down,670657011,18504009,499,498
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,MAC address of interface,Ethernet,Down,Up,388339176,415479776,291,994
ifMetric_4dc14931,1.3.6.1.2.1.55.42,Operational status of interface,WiFi,Down,Up,222554094,863751515,752,253
ifMetric_7ca784a7,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,Loopback,Down,Unknown,133792261,122935396,475,908
ifMetric_40427409,1.3.6.1.2.1.30.50,MAC address of interface,WiFi,Up,Down,692558440,43363493,649,394
ifMetric_7ca784a7,1.3.6.1.2.1.55.42,MAC address of interface,Ethernet,Down,Down,251432374,317901040,764,173
ifMetric_4dc14931,1.3.6.1.2.1.47.3,Operational status of interface,PPP,Testing,Down,692573959,540851252,290,217
ifMetric_913eb190,1.3.6.1.2.1.88.25,Counter for outbound errors,WiFi,Testing,Up,571737286,319401429,270,740
ifMetric_f17b629e,1.3.6.1.2.1.22.88,MAC address of interface,ATM,Up,Down,732190055,764014475,413,408
ifMetric_913eb190,1.3.6.1.2.1.88.25,Counter for outbound errors,ATM,Testing,Down,51650062,836869992,641,205
ifMetric_913eb190,1.3.6.1.2.1.47.3,MAC address of interface,Loopback,Up,Down,152151633,512916534,714,733
ifMetric_469f52b2,1.3.6.1.2.1.67.71,MAC address of interface,PPP,Down,Down,75386091,535943259,203,551
ifMetric_f17b629e,1.3.6.1.2.1.30.50,MAC address of interface,WiFi,Up,Unknown,634791387,232819313,717,81
ifMetric_469f52b2,1.3.6.1.2.1.88.25,Counter for outbound errors,WiFi,Up,Unknown,568370392,42373564,448,91
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,MAC address of interface,Loopback,Testing,Down,571764874,645931502,48,245
ifMetric_f17b629e,1.3.6.1.2.1.88.25,High-capacity counter for inbound traffic,Loopback,Up,Down,511018996,654092005,191,366
ifMetric_469f52b2,1.3.6.1.2.1.30.50,MAC address of interface,PPP,Up,Down,20761280,151844604,725,83
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,PPP,Down,Down,135318982,100964024,945,684
ifMetric_913eb190,1.3.6.1.2.1.95.14,Operational status of interface,Ethernet,Down,Down,789920239,509447325,59,811
ifMetric_469f52b2,1.3.6.1.2.1.59.11,High-capacity counter for inbound traffic,PPP,Down,Down,680535244,282512301,892,198
ifMetric_df2a5c7f,1.3.6.1.2.1.55.42,Counter for outbound errors,PPP,Down,Up,966241928,332584207,534,299
ifMetric_4dc14931,1.3.6.1.2.1.22.88,MAC address of interface,ATM,Up,Down,161090021,461462493,904,8
ifMetric_4dc14931,1.3.6.1.2.1.22.88,Operational status of interface,ATM,Up,Down,260963784,762881440,116,272
ifMetric_92c18715,1.3.6.1.2.1.88.25,Operational status of interface,WiFi,Down,Down,246685286,527052537,957,660
ifMetric_4dc14931,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,ATM,Up,Up,49917587,470210027,743,524
ifMetric_7ca784a7,1.3.6.1.2.1.47.3,Operational status of interface,PPP,Testing,Up,66628512,162516809,472,960
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Operational status of interface,Ethernet,Up,Down,22425632,588013364,587,948
ifMetric_469f52b2,1.3.6.1.2.1.95.14,Counter for outbound errors,Loopback,Testing,Down,506698826,472137183,303,543
ifMetric_4dc14931,1.3.6.1.2.1.67.71,High-capacity counter for inbound traffic,PPP,Testing,Up,953581370,604779580,861,477
ifMetric_7ca784a7,1.3.6.1.2.1.55.42,High-capacity counter for inbound traffic,Ethernet,Testing,Unknown,774648321,667017822,845,204
ifMetric_469f52b2,1.3.6.1.2.1.47.3,Counter for outbound errors,Loopback,Up,Unknown,741342234,552442601,474,247
ifMetric_4dc14931,1.3.6.1.2.1.59.11,Counter for outbound errors,PPP,Up,Down,243917624,182394723,789,300
ifMetric_f17b629e,1.3.6.1.2.1.67.71,Counter for outbound errors,WiFi,Up,Down,112709993,255601359,856,817
ifMetric_4dc14931,1.3.6.1.2.1.88.25,Operational status of interface,ATM,Down,Unknown,304763649,453584131,676,850
ifMetric_f17b629e,1.3.6.1.2.1.67.71,Counter for outbound errors,ATM,Down,Up,163873592,897966462,681,640
ifMetric_913eb190,1.3.6.1.2.1.59.11,MAC address of interface,ATM,Testing,Down,977664331,696013279,859,905
ifMetric_469f52b2,1.3.6.1.2.1.95.14,High-capacity counter for inbound traffic,Ethernet,Up,Up,403427372,737287071,34,811
ifMetric_df2a5c7f,1.3.6.1.2.1.59.11,Operational status of interface,ATM,Up,Down,248965493,169126407,619,269
ifMetric_92c18715,1.3.6.1.2.1.59.11,MAC address of interface,PPP,Down,Unknown,742296782,588196010,473,110
ifMetric_469f52b2,1.3.6.1.2.1.67.71,MAC address of interface,ATM,Down,Up,60603968,421709850,176,601
ifMetric_469f52b2,1.3.6.1.2.1.55.42,Operational status of interface,Loopback,Down,Up,554957826,156409297,481,806
ifMetric_469f52b2,1.3.6.1.2.1.59.11,MAC address of interface,Loopback,Testing,Unknown,407311447,313212866,582,459
ifMetric_7ca784a7,1.3.6.1.2.1.95.14,Operational status of interface,ATM,Testing,Up,480105057,254149509,718,954
ifMetric_7ca784a7,1.3.6.1.2.1.30.50,High-capacity counter for inbound traffic,ATM,Testing,Down,240112001,667331455,831,104
ifMetric_f17b629e,1.3.6.1.2.1.55.42,MAC address of interface,PPP,Down,Unknown,578209337,61609898,958,910
ifMetric_40427409,1.3.6.1.2.1.88.25,Operational status of interface,ATM,Down,Up,921272347,865224265,299,847
ifMetric_469f52b2,1.3.6.1.2.1.59.11,Counter for outbound errors,Ethernet,Testing,Unknown,84897547,644852425,982,474
ifMetric_92c18715,1.3.6.1.2.1.59.11,Counter for outbound errors,Loopback,Testing,Down,441535745,309988459,1,968
ifMetric_4dc14931,1.3.6.1.2.1.95.14,Operational status of interface,Loopback,Testing,Down,320858203,639880419,588,518
