Metric Name,OID,Description,Interface Type,Admin Status,Oper Status,Inbound Octets,Outbound Octets,Inbound Errors,Outbound Errors
ifMetric_80a192af,1.3.6.1.2.1.95.79,Inbound traffic errors,Loopback,Up,Down,305743706,846501309,67,235
ifMetric_17f14184,1.3.6.1.2.1.86.96,Operational status of interface,WiFi,Down,Up,447399701,241946740,48,291
ifMetric_4774e2da,1.3.6.1.2.1.99.22,Inbound traffic errors,Ethernet,Testing,Down,526959324,838777337,948,337
ifMetric_66168b75,1.3.6.1.2.1.65.2,Operational status of interface,Loopback,Down,Unknown,559969059,973661473,422,876
ifMetric_112c712f,1.3.6.1.2.1.46.78,Counter for outbound errors,Loopback,Testing,Up,431527100,547460961,521,476
ifMetric_a2b90e03,1.3.6.1.2.1.50.40,Operational status of interface,WiFi,Down,Up,465304789,839175319,82,834
ifMetric_f0375dd6,1.3.6.1.2.1.99.65,Counter for outbound errors,Loopback,Down,Up,716251347,770198095,597,440
ifMetric_5e932197,1.3.6.1.2.1.76.63,High-capacity counter for inbound traffic,WiFi,Up,Down,82420160,78829213,802,758
ifMetric_666f8db2,1.3.6.1.2.1.54.20,Administrative status of interface,Loopback,Testing,Up,285258180,224496141,23,754
ifMetric_41cedd13,1.3.6.1.2.1.91.14,Operational status of interface,WiFi,Testing,Down,253060964,198606678,668,787
ifMetric_726158dc,1.3.6.1.2.1.57.81,Operational status of interface,PPP,Testing,Up,127597386,593041661,626,528
ifMetric_358c08ac,1.3.6.1.2.1.62.25,Operational status of interface,ATM,Testing,Unknown,322591730,536671322,370,591
ifMetric_17797d59,1.3.6.1.2.1.49.99,Inbound traffic errors,PPP,Up,Down,448852117,549858319,269,298
ifMetric_eed958c9,1.3.6.1.2.1.67.65,Operational status of interface,WiFi,Down,Up,148617607,30416375,909,777
ifMetric_02b74016,1.3.6.1.2.1.74.29,Counter for outbound errors,PPP,Down,Unknown,550061998,568728517,564,294
ifMetric_c49b1ba5,1.3.6.1.2.1.57.40,Operational status of interface,WiFi,Testing,Unknown,566962380,851866476,642,542
ifMetric_9126c777,1.3.6.1.2.1.24.94,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,717280570,138513886,762,78
ifMetric_22931834,1.3.6.1.2.1.93.48,Administrative status of interface,ATM,Down,Unknown,400031473,883977034,556,343
ifMetric_358d7ccd,1.3.6.1.2.1.96.24,High-capacity counter for inbound traffic,PPP,Up,Unknown,156670032,204754492,887,482
ifMetric_921eb36b,1.3.6.1.2.1.16.69,Counter for outbound errors,PPP,Testing,Up,307187047,233873237,956,292
ifMetric_98ccc355,1.3.6.1.2.1.80.79,Operational status of interface,WiFi,Down,Unknown,377505816,105552807,130,74
ifMetric_323b087c,1.3.6.1.2.1.31.47,Counter for outbound errors,ATM,Down,Up,682871729,316394694,660,620
ifMetric_44aaf3e8,1.3.6.1.2.1.23.35,Operational status of interface,ATM,Testing,Up,853700576,141133571,752,628
ifMetric_ee8f2396,1.3.6.1.2.1.45.64,MAC address of interface,Ethernet,Down,Up,613692815,386600051,440,910
ifMetric_ae41d0b2,1.3.6.1.2.1.78.33,High-capacity counter for inbound traffic,WiFi,Up,Down,281329960,301476390,640,895
ifMetric_7c40437c,1.3.6.1.2.1.7.16,Operational status of interface,WiFi,Up,Up,913409663,884413021,655,464
ifMetric_2a9cec96,1.3.6.1.2.1.67.92,Inbound traffic errors,Ethernet,Testing,Down,579097069,902733427,798,578
ifMetric_15d7e5c7,1.3.6.1.2.1.92.56,Counter for outbound errors,ATM,Testing,Down,970404980,77847297,177,751
ifMetric_2a7f6f0b,1.3.6.1.2.1.19.2,High-capacity counter for inbound traffic,PPP,Up,Unknown,483315408,153614471,155,31
ifMetric_04f7301a,1.3.6.1.2.1.16.92,Operational status of interface,PPP,Up,Down,255100242,358781969,275,313
ifMetric_087bf794,1.3.6.1.2.1.100.82,High-capacity counter for inbound traffic,PPP,Down,Up,922916742,683874195,982,325
ifMetric_a2eb66a7,1.3.6.1.2.1.33.10,Administrative status of interface,PPP,Up,Down,407697891,682728530,886,711
ifMetric_ba3bb5c5,1.3.6.1.2.1.17.15,Counter for outbound errors,WiFi,Down,Up,10283886,659033115,355,271
ifMetric_2cc8104b,1.3.6.1.2.1.80.12,Counter for outbound errors,Loopback,Testing,Up,290448687,492369321,161,244
ifMetric_b3b237cc,1.3.6.1.2.1.79.72,MAC address of interface,Loopback,Testing,Unknown,443549808,712596964,395,189
ifMetric_cd3ad6e2,1.3.6.1.2.1.3.26,Administrative status of interface,PPP,Testing,Unknown,319117172,978950346,222,305
ifMetric_d4fdc7d3,1.3.6.1.2.1.52.94,Inbound traffic errors,Ethernet,Testing,Up,94025205,515710173,41,138
ifMetric_5217fb03,1.3.6.1.2.1.18.91,Administrative status of interface,Loopback,Down,Up,563776291,779510565,527,525
ifMetric_8e1dc9c5,1.3.6.1.2.1.5.50,MAC address of interface,Loopback,Down,Down,105951249,937503833,489,924
ifMetric_6f6580ab,1.3.6.1.2.1.91.70,Counter for outbound errors,Ethernet,Down,Down,874527191,268483156,998,596
ifMetric_71983170,1.3.6.1.2.1.23.2,Inbound traffic errors,WiFi,Testing,Down,550063625,963917294,607,521
ifMetric_0dc16fb2,1.3.6.1.2.1.51.53,Inbound traffic errors,WiFi,Testing,Up,172608409,159275946,823,90
ifMetric_fd6f4d73,1.3.6.1.2.1.76.8,High-capacity counter for inbound traffic,Loopback,Testing,Up,7153525,823294024,832,618
ifMetric_243cbf1a,1.3.6.1.2.1.74.31,Counter for outbound errors,Ethernet,Testing,Unknown,953039863,331251307,782,440
ifMetric_765ea264,1.3.6.1.2.1.19.80,MAC address of interface,WiFi,Testing,Unknown,291590419,939207137,913,118
ifMetric_0b1039d3,1.3.6.1.2.1.58.62,Administrative status of interface,Loopback,Up,Up,989899561,103794355,94,12
ifMetric_fd30e488,1.3.6.1.2.1.14.34,High-capacity counter for inbound traffic,PPP,Down,Down,918394965,657469497,481,645
ifMetric_65e6ac95,1.3.6.1.2.1.63.79,Operational status of interface,PPP,Down,Up,194438019,825564945,78,215
ifMetric_6e98b9f9,1.3.6.1.2.1.100.28,Inbound traffic errors,Ethernet,Testing,Up,591166111,89516928,945,563
ifMetric_aeb4947e,1.3.6.1.2.1.97.5,High-capacity counter for inbound traffic,WiFi,Up,Unknown,873781741,372629936,241,792
ifMetric_a6438782,1.3.6.1.2.1.34.10,Counter for outbound errors,Ethernet,Down,Up,104631682,186258521,253,107
ifMetric_354d2a4f,1.3.6.1.2.1.5.15,High-capacity counter for inbound traffic,Loopback,Testing,Unknown,829263131,524193262,245,178
ifMetric_504d859f,1.3.6.1.2.1.64.17,MAC address of interface,WiFi,Down,Unknown,294574330,784344019,272,83
ifMetric_516bceb8,1.3.6.1.2.1.57.94,High-capacity counter for inbound traffic,Loopback,Testing,Down,138821463,318183777,468,662
ifMetric_70f32a9d,1.3.6.1.2.1.48.60,High-capacity counter for inbound traffic,ATM,Testing,Down,767758894,625579371,372,475
ifMetric_08beedda,1.3.6.1.2.1.65.90,Administrative status of interface,Loopback,Down,Up,223822918,267613124,812,364
ifMetric_d49cb1e3,1.3.6.1.2.1.85.81,MAC address of interface,WiFi,Down,Unknown,122665067,405431043,558,522
ifMetric_20dd6fe2,1.3.6.1.2.1.71.51,MAC address of interface,PPP,Down,Unknown,948372842,121385077,29,439
ifMetric_a11f481e,1.3.6.1.2.1.98.1,Counter for outbound errors,ATM,Down,Unknown,760824338,442297018,285,9
ifMetric_8c146709,1.3.6.1.2.1.57.70,Counter for outbound errors,Loopback,Testing,Unknown,662679359,249593945,960,637
ifMetric_62a7c945,1.3.6.1.2.1.93.13,Operational status of interface,Loopback,Up,Up,618798542,516725029,842,96
ifMetric_c3aa9b1a,1.3.6.1.2.1.43.89,Inbound traffic errors,PPP,Up,Unknown,259713650,768549707,70,283
ifMetric_4014c1be,1.3.6.1.2.1.71.62,Inbound traffic errors,ATM,Down,Unknown,810340173,903443441,226,406
ifMetric_b03e24be,1.3.6.1.2.1.28.75,Operational status of interface,Loopback,Up,Unknown,282526068,658155036,346,754
ifMetric_c18edf53,1.3.6.1.2.1.13.88,Inbound traffic errors,Ethernet,Testing,Up,613570746,970777018,2,944
ifMetric_6b61b346,1.3.6.1.2.1.91.11,Operational status of interface,ATM,Testing,Down,971154425,803559457,849,829
ifMetric_6ba93573,1.3.6.1.2.1.9.38,Inbound traffic errors,ATM,Up,Unknown,700714722,290698941,211,891
ifMetric_1b4ea2f4,1.3.6.1.2.1.79.13,Operational status of interface,WiFi,Down,Down,375303509,853231163,511,409
ifMetric_7e377c02,1.3.6.1.2.1.62.54,Inbound traffic errors,Loopback,Down,Down,570657472,657355153,737,733
ifMetric_276e5b36,1.3.6.1.2.1.9.78,Counter for outbound errors,ATM,Testing,Up,900050097,899795126,817,258
ifMetric_42400b2c,1.3.6.1.2.1.99.88,Administrative status of interface,PPP,Testing,Down,704439327,459753810,549,92
ifMetric_5204aeea,1.3.6.1.2.1.11.5,MAC address of interface,Loopback,Down,Up,279039866,558861477,750,683
ifMetric_cdc84924,1.3.6.1.2.1.6.27,Counter for outbound errors,WiFi,Down,Unknown,784675123,215480452,18,121
ifMetric_609dd736,1.3.6.1.2.1.49.19,Counter for outbound errors,Ethernet,Down,Up,502022644,81478044,49,965
ifMetric_00fdf718,1.3.6.1.2.1.85.53,High-capacity counter for inbound traffic,ATM,Down,Unknown,416221904,598785867,301,394
ifMetric_be643b8e,1.3.6.1.2.1.45.55,MAC address of interface,PPP,Testing,Down,382723111,313880572,539,234
ifMetric_79237ef0,1.3.6.1.2.1.8.64,High-capacity counter for inbound traffic,ATM,Up,Up,587575068,6066849,902,680
ifMetric_aa3c1eeb,1.3.6.1.2.1.34.25,Administrative status of interface,Ethernet,Up,Up,365201278,547398695,245,961
ifMetric_479d4e1a,1.3.6.1.2.1.32.39,High-capacity counter for inbound traffic,PPP,Down,Down,454163757,72415612,713,773
ifMetric_fbd257a1,1.3.6.1.2.1.21.22,Administrative status of interface,WiFi,Testing,Up,127113781,163010410,527,951
ifMetric_4865b228,1.3.6.1.2.1.59.23,Inbound traffic errors,WiFi,Down,Down,944770913,918899555,863,623
ifMetric_b148de9d,1.3.6.1.2.1.5.86,High-capacity counter for inbound traffic,Ethernet,Down,Down,219852555,837172854,182,53
ifMetric_ddce72e8,1.3.6.1.2.1.68.62,Counter for outbound errors,Ethernet,Down,Up,723174792,844232223,172,651
ifMetric_be370e82,1.3.6.1.2.1.95.80,Administrative status of interface,WiFi,Up,Unknown,197669587,513933328,119,812
ifMetric_dcd4651a,1.3.6.1.2.1.56.35,MAC address of interface,Loopback,Testing,Down,614626276,571186812,843,352
ifMetric_b415f721,1.3.6.1.2.1.59.28,Counter for outbound errors,PPP,Testing,Down,173759957,334681465,872,859
ifMetric_f5093876,1.3.6.1.2.1.32.79,MAC address of interface,WiFi,Down,Unknown,376262390,765345577,518,428
ifMetric_8530356e,1.3.6.1.2.1.15.48,Inbound traffic errors,Ethernet,Testing,Unknown,220592213,77537672,574,291
ifMetric_8d51b5e9,1.3.6.1.2.1.15.87,Counter for outbound errors,PPP,Up,Down,676226665,202619965,20,350
ifMetric_3ccc3f56,1.3.6.1.2.1.74.46,High-capacity counter for inbound traffic,WiFi,Testing,Down,551690525,108713225,664,606
ifMetric_3b977b4b,1.3.6.1.2.1.26.70,Inbound traffic errors,Loopback,Up,Unknown,542388390,170322350,15,482
ifMetric_90d08ef8,1.3.6.1.2.1.19.94,Administrative status of interface,Ethernet,Testing,Up,213999733,408214736,868,17
ifMetric_03ca6f8e,1.3.6.1.2.1.35.15,High-capacity counter for inbound traffic,Loopback,Down,Up,425648279,57790424,736,808
ifMetric_b24314f4,1.3.6.1.2.1.1.58,Counter for outbound errors,Loopback,Down,Down,437587221,519385929,264,652
ifMetric_604c6a13,1.3.6.1.2.1.30.1,Inbound traffic errors,ATM,Down,Unknown,320464586,151906549,901,250
ifMetric_6143639e,1.3.6.1.2.1.67.42,Inbound traffic errors,Loopback,Up,Unknown,931294719,932721731,620,871
ifMetric_dfc54f15,1.3.6.1.2.1.33.17,MAC address of interface,ATM,Up,Down,85488300,532194515,64,575
ifMetric_aa8ec1a0,1.3.6.1.2.1.21.76,Inbound traffic errors,ATM,Testing,Up,115750648,565548907,572,564
ifMetric_6b6e9b12,1.3.6.1.2.1.81.90,Inbound traffic errors,Ethernet,Up,Unknown,958436743,207748461,54,745
ifMetric_bb3a84b8,1.3.6.1.2.1.14.92,MAC address of interface,Loopback,Up,Up,597003292,124575760,171,501
ifMetric_91ad8db7,1.3.6.1.2.1.93.11,Operational status of interface,Ethernet,Testing,Up,487013857,742404457,284,750
ifMetric_ec5e7b2a,1.3.6.1.2.1.96.82,Counter for outbound errors,Ethernet,Down,Unknown,22079341,559444132,60,821
ifMetric_abda969e,1.3.6.1.2.1.50.81,Counter for outbound errors,WiFi,Testing,Unknown,419507599,306650968,310,82
ifMetric_901657de,1.3.6.1.2.1.70.5,High-capacity counter for inbound traffic,Ethernet,Down,Down,450267720,523903799,959,283
ifMetric_ee83fcf0,1.3.6.1.2.1.51.91,Administrative status of interface,PPP,Testing,Up,438739697,167227872,396,869
ifMetric_7acca077,1.3.6.1.2.1.15.95,High-capacity counter for inbound traffic,Ethernet,Down,Down,835567042,660014286,438,732
ifMetric_2cea8f34,1.3.6.1.2.1.1.45,High-capacity counter for inbound traffic,WiFi,Up,Down,829346750,472351780,161,504
ifMetric_b0392283,1.3.6.1.2.1.100.81,Operational status of interface,Loopback,Down,Down,526788843,803092230,118,136
ifMetric_7225deb9,1.3.6.1.2.1.88.49,High-capacity counter for inbound traffic,ATM,Up,Down,505086268,774588522,274,852
ifMetric_5ae32ce5,1.3.6.1.2.1.12.51,Operational status of interface,WiFi,Up,Unknown,615611791,34428076,717,520
ifMetric_1037a081,1.3.6.1.2.1.9.14,Operational status of interface,WiFi,Testing,Unknown,954404582,471110813,41,837
ifMetric_82282d3a,1.3.6.1.2.1.11.63,Inbound traffic errors,Ethernet,Up,Unknown,705512544,323468245,226,661
ifMetric_b54513d2,1.3.6.1.2.1.9.42,Administrative status of interface,Ethernet,Down,Up,361376636,840393482,0,695
ifMetric_da2310fa,1.3.6.1.2.1.31.90,Administrative status of interface,PPP,Testing,Down,751032044,81227998,537,676
ifMetric_3ae00299,1.3.6.1.2.1.27.33,High-capacity counter for inbound traffic,PPP,Testing,Unknown,733709799,769803307,431,294
ifMetric_0d726681,1.3.6.1.2.1.82.83,Operational status of interface,ATM,Testing,Unknown,688719349,563961658,940,845
ifMetric_082c83a2,1.3.6.1.2.1.60.96,Administrative status of interface,Loopback,Up,Unknown,975151496,922549151,702,624
ifMetric_0d03633a,1.3.6.1.2.1.9.84,Inbound traffic errors,Loopback,Up,Up,551795460,157386089,598,151
ifMetric_1fe06ebb,1.3.6.1.2.1.66.88,Counter for outbound errors,WiFi,Down,Up,558445181,91844415,905,867
ifMetric_cf856dca,1.3.6.1.2.1.36.50,Operational status of interface,ATM,Down,Up,822612404,457963787,656,659
ifMetric_11c66075,1.3.6.1.2.1.55.63,High-capacity counter for inbound traffic,WiFi,Up,Unknown,412867914,512815415,10,630
ifMetric_537b9189,1.3.6.1.2.1.89.11,Counter for outbound errors,ATM,Up,Unknown,69570461,658412800,993,621
ifMetric_62b03fae,1.3.6.1.2.1.59.19,High-capacity counter for inbound traffic,WiFi,Testing,Down,459276679,213434206,343,635
ifMetric_d6bc6b25,1.3.6.1.2.1.56.89,High-capacity counter for inbound traffic,ATM,Up,Unknown,251187834,12632949,67,151
ifMetric_7a6378de,1.3.6.1.2.1.40.3,MAC address of interface,Ethernet,Testing,Unknown,458568338,436685598,911,641
ifMetric_94024af1,1.3.6.1.2.1.90.70,Administrative status of interface,PPP,Up,Up,76518215,694799806,332,87
ifMetric_be02a92e,1.3.6.1.2.1.3.2,Counter for outbound errors,WiFi,Up,Down,617410863,85273251,821,797
ifMetric_6ee28f7b,1.3.6.1.2.1.34.55,MAC address of interface,PPP,Up,Unknown,456698431,718582692,103,83
ifMetric_42440e37,1.3.6.1.2.1.42.73,High-capacity counter for inbound traffic,Ethernet,Testing,Down,467544887,915279171,120,425
ifMetric_88b2113a,1.3.6.1.2.1.49.41,MAC address of interface,WiFi,Testing,Down,862128392,720447013,314,746
ifMetric_f1ab1898,1.3.6.1.2.1.3.10,Operational status of interface,Loopback,Down,Unknown,618165118,310432177,596,818
ifMetric_7a796c0a,1.3.6.1.2.1.97.43,High-capacity counter for inbound traffic,Loopback,Up,Unknown,197770045,845381282,421,7
ifMetric_d90e376e,1.3.6.1.2.1.66.48,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,118100627,695289017,91,924
ifMetric_d54b62ff,1.3.6.1.2.1.91.46,Counter for outbound errors,ATM,Down,Up,777206410,981132396,960,437
ifMetric_fc3a41fe,1.3.6.1.2.1.51.55,Counter for outbound errors,Ethernet,Testing,Up,85872020,77406843,37,207
ifMetric_732ccc1a,1.3.6.1.2.1.21.61,High-capacity counter for inbound traffic,ATM,Down,Down,700333881,159296610,154,106
ifMetric_8b79aa95,1.3.6.1.2.1.53.2,Inbound traffic errors,WiFi,Up,Up,414039854,295053360,65,656
ifMetric_28f8342a,1.3.6.1.2.1.97.93,Counter for outbound errors,ATM,Testing,Down,422787762,328351637,507,193
ifMetric_7f9f0dcf,1.3.6.1.2.1.97.4,Operational status of interface,PPP,Down,Unknown,348448418,559364042,37,858
ifMetric_b5e8f31c,1.3.6.1.2.1.11.27,MAC address of interface,ATM,Up,Down,753137960,363330794,755,323
ifMetric_10efc1bc,1.3.6.1.2.1.30.79,MAC address of interface,Ethernet,Down,Unknown,423621986,195307866,621,969
ifMetric_50141745,1.3.6.1.2.1.34.41,Operational status of interface,WiFi,Up,Unknown,985674259,408581100,786,461
ifMetric_5260d74a,1.3.6.1.2.1.88.46,Operational status of interface,Ethernet,Down,Down,955315834,620195562,632,906
ifMetric_e1f9d015,1.3.6.1.2.1.95.100,Operational status of interface,ATM,Testing,Unknown,849452721,949312600,822,936
ifMetric_d6af51ce,1.3.6.1.2.1.20.44,Counter for outbound errors,ATM,Up,Unknown,339122011,511603328,573,938
ifMetric_2581bd77,1.3.6.1.2.1.19.83,Administrative status of interface,WiFi,Down,Unknown,865389996,293940711,493,18
ifMetric_f4bfc2f7,1.3.6.1.2.1.79.90,Administrative status of interface,ATM,Down,Up,541923247,429401665,23,696
ifMetric_fa8c6d9a,1.3.6.1.2.1.78.76,Administrative status of interface,WiFi,Testing,Unknown,739162100,248071634,20,486
ifMetric_9a661796,1.3.6.1.2.1.34.68,High-capacity counter for inbound traffic,PPP,Up,Down,263228312,126163418,736,953
ifMetric_9eaac540,1.3.6.1.2.1.26.88,Administrative status of interface,Loopback,Up,Up,318528388,643216292,368,19
ifMetric_50cec7bd,1.3.6.1.2.1.84.88,Operational status of interface,WiFi,Testing,Unknown,686927391,658910979,630,857
ifMetric_84b6d0ba,1.3.6.1.2.1.26.36,Counter for outbound errors,WiFi,Up,Up,222415071,658770159,555,377
ifMetric_7796a7a9,1.3.6.1.2.1.40.35,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,24155813,681077966,839,972
ifMetric_50dd04f8,1.3.6.1.2.1.27.50,MAC address of interface,WiFi,Up,Unknown,11880344,251340092,709,178
ifMetric_46a26e0a,1.3.6.1.2.1.96.77,Operational status of interface,Loopback,Down,Unknown,929295184,701865973,31,541
ifMetric_57925370,1.3.6.1.2.1.77.23,Administrative status of interface,Loopback,Up,Unknown,686541628,908253344,308,935
ifMetric_31b21ea7,1.3.6.1.2.1.92.46,Counter for outbound errors,Loopback,Down,Unknown,601374490,67522761,858,772
ifMetric_9b914d30,1.3.6.1.2.1.7.11,Counter for outbound errors,ATM,Down,Unknown,499465732,777000897,931,292
ifMetric_bcfe7aa5,1.3.6.1.2.1.36.21,Administrative status of interface,ATM,Up,Unknown,796105945,369484425,397,343
ifMetric_0fc21975,1.3.6.1.2.1.80.80,Counter for outbound errors,Loopback,Testing,Up,618436961,883888460,607,221
ifMetric_8f761a8d,1.3.6.1.2.1.72.59,Operational status of interface,PPP,Testing,Up,343905698,459541522,323,613
ifMetric_0c3d73a0,1.3.6.1.2.1.52.9,Administrative status of interface,WiFi,Up,Unknown,300583231,595334607,6,412
ifMetric_a3c92090,1.3.6.1.2.1.89.98,Administrative status of interface,Loopback,Down,Unknown,75421587,533520241,44,315
ifMetric_26e6502d,1.3.6.1.2.1.8.35,Administrative status of interface,Ethernet,Down,Unknown,549380645,396766441,769,205
ifMetric_8d9c5d1a,1.3.6.1.2.1.94.83,MAC address of interface,PPP,Down,Unknown,787858257,592812002,490,843
ifMetric_028aad0f,1.3.6.1.2.1.46.3,Inbound traffic errors,Ethernet,Up,Up,631774741,986932591,171,981
ifMetric_40df5461,1.3.6.1.2.1.23.50,High-capacity counter for inbound traffic,ATM,Testing,Unknown,954890378,498461884,564,610
ifMetric_75c5bb2d,1.3.6.1.2.1.85.73,Operational status of interface,PPP,Down,Unknown,110306896,617028032,331,377
ifMetric_f00e61af,1.3.6.1.2.1.56.55,Administrative status of interface,Loopback,Up,Up,621455210,816539789,190,146
ifMetric_43cd06dc,1.3.6.1.2.1.78.63,Operational status of interface,WiFi,Up,Up,89679980,466047428,176,367
ifMetric_93c70960,1.3.6.1.2.1.72.87,Inbound traffic errors,WiFi,Testing,Up,826741542,278087146,206,429
ifMetric_fdb723d3,1.3.6.1.2.1.65.9,High-capacity counter for inbound traffic,WiFi,Testing,Down,346148806,180597372,910,984
ifMetric_ba04f766,1.3.6.1.2.1.50.90,High-capacity counter for inbound traffic,Loopback,Up,Up,557329592,938215486,245,149
ifMetric_97b61f0b,1.3.6.1.2.1.28.22,Counter for outbound errors,Ethernet,Down,Unknown,837817410,380427193,518,649
ifMetric_d610821b,1.3.6.1.2.1.94.37,Operational status of interface,PPP,Down,Down,439939969,589195123,41,66
ifMetric_0de52089,1.3.6.1.2.1.78.61,Inbound traffic errors,ATM,Up,Up,870436857,104117835,335,686
ifMetric_29b75896,1.3.6.1.2.1.11.71,MAC address of interface,Loopback,Testing,Up,196684809,404622487,208,585
ifMetric_cf603ff3,1.3.6.1.2.1.30.16,High-capacity counter for inbound traffic,Loopback,Up,Unknown,740943542,931671648,637,858
ifMetric_476dbaaa,1.3.6.1.2.1.29.17,High-capacity counter for inbound traffic,PPP,Up,Up,365064617,730302874,894,356
ifMetric_e8e40149,1.3.6.1.2.1.86.100,Operational status of interface,WiFi,Testing,Down,207126978,170132604,157,819
ifMetric_3759d1c5,1.3.6.1.2.1.30.57,Administrative status of interface,PPP,Up,Down,211232429,921223281,616,252
ifMetric_8601032f,1.3.6.1.2.1.51.36,Counter for outbound errors,ATM,Testing,Down,451549707,489521525,167,50
ifMetric_019db826,1.3.6.1.2.1.49.67,Administrative status of interface,Loopback,Down,Up,182923671,327163957,268,549
ifMetric_077a2afa,1.3.6.1.2.1.41.100,High-capacity counter for inbound traffic,ATM,Up,Unknown,817973319,176777972,337,974
ifMetric_e9607972,1.3.6.1.2.1.24.53,MAC address of interface,Ethernet,Up,Up,412383276,282597557,288,712
ifMetric_fedddd63,1.3.6.1.2.1.74.69,Operational status of interface,ATM,Up,Unknown,999518094,845622755,899,124
ifMetric_9b411a34,1.3.6.1.2.1.97.13,High-capacity counter for inbound traffic,WiFi,Testing,Up,312894077,539478292,827,444
ifMetric_efca501b,1.3.6.1.2.1.51.69,Administrative status of interface,ATM,Down,Up,996208723,297798123,268,210
ifMetric_e0dc1603,1.3.6.1.2.1.37.51,Counter for outbound errors,WiFi,Up,Up,730682055,321444840,335,466
ifMetric_00747b31,1.3.6.1.2.1.89.11,MAC address of interface,PPP,Up,Up,774852328,185854477,366,449
ifMetric_a3b0abd6,1.3.6.1.2.1.68.58,Counter for outbound errors,WiFi,Up,Down,490620273,752438665,356,59
ifMetric_15a0588a,1.3.6.1.2.1.30.70,Administrative status of interface,PPP,Up,Down,4501388,939862700,404,522
ifMetric_6edb7d3e,1.3.6.1.2.1.38.78,Administrative status of interface,WiFi,Testing,Unknown,402263803,914128295,370,271
ifMetric_2f3a1491,1.3.6.1.2.1.82.48,MAC address of interface,Ethernet,Testing,Unknown,625361908,537978968,603,380
ifMetric_a6b303a5,1.3.6.1.2.1.60.88,Inbound traffic errors,ATM,Testing,Down,253182920,962297014,369,722
ifMetric_aaa39ff1,1.3.6.1.2.1.6.34,Operational status of interface,ATM,Testing,Up,694395919,856516316,794,798
ifMetric_7ba1258e,1.3.6.1.2.1.11.63,Inbound traffic errors,PPP,Up,Up,899100889,279885499,506,132
ifMetric_82a759b0,1.3.6.1.2.1.42.47,Inbound traffic errors,PPP,Testing,Up,116189439,497579607,370,185
ifMetric_90511155,1.3.6.1.2.1.21.52,Counter for outbound errors,Loopback,Down,Down,172800211,418004596,356,9
ifMetric_a201a4cf,1.3.6.1.2.1.29.68,Inbound traffic errors,ATM,Down,Up,895037283,267130109,570,770
ifMetric_ab548fe1,1.3.6.1.2.1.73.12,Counter for outbound errors,Loopback,Up,Up,412491808,242417998,242,607
ifMetric_ec1fc91a,1.3.6.1.2.1.84.42,Operational status of interface,WiFi,Down,Unknown,942449037,862505445,994,143
ifMetric_b9e2882b,1.3.6.1.2.1.29.88,Counter for outbound errors,Ethernet,Testing,Down,386953982,450280191,15,829
ifMetric_dbeb4325,1.3.6.1.2.1.7.95,High-capacity counter for inbound traffic,Loopback,Down,Down,818800565,519368295,529,895
ifMetric_4274e1b1,1.3.6.1.2.1.96.13,Operational status of interface,WiFi,Testing,Down,264557017,907482892,740,962
ifMetric_4d29f86f,1.3.6.1.2.1.91.55,High-capacity counter for inbound traffic,Loopback,Down,Unknown,945707693,407088745,287,571
ifMetric_a231142a,1.3.6.1.2.1.76.39,Operational status of interface,Loopback,Testing,Up,47417990,278777574,547,253
ifMetric_ba7d2770,1.3.6.1.2.1.1.34,Operational status of interface,PPP,Testing,Down,556454817,587036487,883,248
ifMetric_98d9b935,1.3.6.1.2.1.85.52,Operational status of interface,WiFi,Testing,Unknown,398872,505308435,120,502
ifMetric_b316c026,1.3.6.1.2.1.79.28,Operational status of interface,WiFi,Testing,Up,151401819,761856996,689,295
ifMetric_acafa695,1.3.6.1.2.1.76.66,Counter for outbound errors,ATM,Down,Up,387952587,126006850,468,909
ifMetric_f68b369f,1.3.6.1.2.1.15.8,Administrative status of interface,Loopback,Down,Up,407049600,303996676,714,341
ifMetric_dba67a46,1.3.6.1.2.1.37.6,High-capacity counter for inbound traffic,PPP,Up,Unknown,543661143,790908148,538,641
ifMetric_e843543e,1.3.6.1.2.1.53.96,High-capacity counter for inbound traffic,Loopback,Up,Down,267194158,65656384,384,239
ifMetric_755ecf97,1.3.6.1.2.1.48.24,Administrative status of interface,Ethernet,Down,Up,9102651,895481494,255,293
ifMetric_9956ae81,1.3.6.1.2.1.81.62,High-capacity counter for inbound traffic,PPP,Up,Up,533512897,816171935,550,798
ifMetric_bdb5e2ce,1.3.6.1.2.1.16.62,High-capacity counter for inbound traffic,WiFi,Down,Down,171700678,15144625,39,952
ifMetric_fbeaf11f,1.3.6.1.2.1.2.7,MAC address of interface,Loopback,Up,Up,874800789,364694451,97,231
ifMetric_9b6aaeab,1.3.6.1.2.1.46.20,High-capacity counter for inbound traffic,Ethernet,Testing,Up,155965516,572927456,557,618
ifMetric_32a8fd0e,1.3.6.1.2.1.57.57,MAC address of interface,Loopback,Testing,Down,555520376,628767691,36,485
ifMetric_dc6fa72c,1.3.6.1.2.1.55.78,Inbound traffic errors,Loopback,Down,Down,499206677,275676684,93,544
ifMetric_70b3a8b4,1.3.6.1.2.1.49.40,Inbound traffic errors,WiFi,Down,Up,962538015,818140491,797,192
